arcmin_from_umbra_center,R_lin,G_lin,B_lin,Y_luminance
30.0587,3.892215e-04,9.435962e-05,0.000000e+00,1.502053e-04
30.1761,3.915658e-04,9.568698e-05,0.000000e+00,1.516697e-04
30.2935,3.939291e-04,9.703546e-05,0.000000e+00,1.531540e-04
30.4110,3.963108e-04,9.840553e-05,0.000000e+00,1.546583e-04
30.5284,3.987101e-04,9.979703e-05,2.416063e-07,1.561823e-04
30.6458,4.011265e-04,1.012104e-04,5.095822e-07,1.577263e-04
30.7632,4.035581e-04,1.026451e-04,7.876594e-07,1.592896e-04
30.8806,4.060039e-04,1.041014e-04,1.076214e-06,1.608721e-04
30.9980,4.084618e-04,1.055790e-04,1.375640e-06,1.624731e-04
31.1155,4.109283e-04,1.070768e-04,1.686107e-06,1.640912e-04
31.2329,4.133971e-04,1.085935e-04,2.008261e-06,1.657241e-04
31.3503,4.158462e-04,1.101218e-04,2.342075e-06,1.673621e-04
31.4677,4.182994e-04,1.116699e-04,2.688064e-06,1.690159e-04
31.5851,4.207808e-04,1.132461e-04,3.046791e-06,1.706967e-04
31.7025,4.232899e-04,1.148506e-04,3.418529e-06,1.724046e-04
31.8200,4.258272e-04,1.164841e-04,3.803851e-06,1.741403e-04
31.9374,4.283924e-04,1.181473e-04,4.203350e-06,1.759041e-04
32.0548,4.309864e-04,1.198406e-04,4.617325e-06,1.776966e-04
32.1722,4.336089e-04,1.215644e-04,5.046289e-06,1.795181e-04
32.2896,4.362605e-04,1.233198e-04,5.490954e-06,1.813695e-04
32.4070,4.389410e-04,1.251071e-04,5.951797e-06,1.832510e-04
32.5245,4.416505e-04,1.269269e-04,6.429320e-06,1.851632e-04
32.6419,4.443893e-04,1.287797e-04,6.924096e-06,1.871064e-04
32.7593,4.471576e-04,1.306662e-04,7.436760e-06,1.890812e-04
32.8767,4.499551e-04,1.325870e-04,7.967976e-06,1.910882e-04
32.9941,4.527826e-04,1.345430e-04,8.518444e-06,1.931281e-04
33.1115,4.556397e-04,1.365345e-04,9.088725e-06,1.952011e-04
33.2290,4.585262e-04,1.385621e-04,9.679492e-06,1.973076e-04
33.3464,4.614429e-04,1.406265e-04,1.029145e-05,1.994485e-04
33.4638,4.643890e-04,1.427282e-04,1.092532e-05,2.016239e-04
33.5812,4.673649e-04,1.448679e-04,1.158184e-05,2.038343e-04
33.6986,4.703702e-04,1.470460e-04,1.226172e-05,2.060802e-04
33.8160,4.734048e-04,1.492630e-04,1.296571e-05,2.083619e-04
33.9335,4.764680e-04,1.515193e-04,1.369457e-05,2.106796e-04
34.0509,4.795594e-04,1.538150e-04,1.444895e-05,2.130332e-04
34.1683,4.826776e-04,1.561500e-04,1.522947e-05,2.154226e-04
34.2857,4.858211e-04,1.585236e-04,1.603648e-05,2.178468e-04
34.4031,4.889820e-04,1.609306e-04,1.686900e-05,2.203006e-04
34.5205,4.921710e-04,1.633794e-04,1.773034e-05,2.227923e-04
34.6380,4.953941e-04,1.658756e-04,1.862321e-05,2.253273e-04
34.7554,4.986505e-04,1.684196e-04,1.954866e-05,2.279060e-04
34.8728,5.019407e-04,1.710125e-04,2.050778e-05,2.305293e-04
34.9902,5.052649e-04,1.736552e-04,2.150178e-05,2.331979e-04
35.1076,5.086224e-04,1.763484e-04,2.253195e-05,2.359124e-04
35.2250,5.120139e-04,1.790938e-04,2.360004e-05,2.386741e-04
35.3425,5.154384e-04,1.818918e-04,2.470708e-05,2.414833e-04
35.4599,5.188957e-04,1.847432e-04,2.585443e-05,2.443406e-04
35.5773,5.223861e-04,1.876495e-04,2.704381e-05,2.472471e-04
35.6947,5.259086e-04,1.906113e-04,2.827681e-05,2.502034e-04
35.8121,5.294626e-04,1.936291e-04,2.955462e-05,2.532097e-04
35.9295,5.330478e-04,1.967046e-04,3.087946e-05,2.562673e-04
36.0470,5.366632e-04,1.998380e-04,3.225258e-05,2.593761e-04
36.1644,5.403072e-04,2.030301e-04,3.367589e-05,2.625366e-04
36.2818,5.439778e-04,2.062813e-04,3.515129e-05,2.657489e-04
36.3992,5.476741e-04,2.095921e-04,3.668030e-05,2.690130e-04
36.5166,5.513927e-04,2.129628e-04,3.826520e-05,2.723289e-04
36.6341,5.551300e-04,2.163926e-04,3.990748e-05,2.756950e-04
36.7515,5.588807e-04,2.198807e-04,4.160909e-05,2.791101e-04
36.8689,5.626352e-04,2.234244e-04,4.337194e-05,2.825701e-04
36.9863,5.663746e-04,2.270162e-04,4.519661e-05,2.860657e-04
37.1037,5.700425e-04,2.306334e-04,4.708292e-05,2.895687e-04
37.2211,5.737371e-04,2.343186e-04,4.903770e-05,2.931310e-04
37.3386,5.774874e-04,2.380857e-04,5.106496e-05,2.967690e-04
37.4560,5.812943e-04,2.419372e-04,5.316799e-05,3.004849e-04
37.5734,5.851594e-04,2.458758e-04,5.535003e-05,3.042810e-04
37.6908,5.890845e-04,2.499035e-04,5.761371e-05,3.081596e-04
37.8082,5.930703e-04,2.540229e-04,5.996251e-05,3.121227e-04
37.9256,5.971193e-04,2.582369e-04,6.239994e-05,3.161735e-04
38.0431,6.012317e-04,2.625479e-04,6.492964e-05,3.203137e-04
38.1605,6.054119e-04,2.669599e-04,6.755558e-05,3.245475e-04
38.2779,6.096595e-04,2.714749e-04,7.028164e-05,3.288765e-04
38.3953,6.139783e-04,2.760969e-04,7.311195e-05,3.333047e-04
38.5127,6.183699e-04,2.808290e-04,7.605084e-05,3.378349e-04
38.6301,6.228369e-04,2.856748e-04,7.910300e-05,3.424707e-04
38.7476,6.273834e-04,2.906387e-04,8.227317e-05,3.472164e-04
38.8650,6.320125e-04,2.957252e-04,8.556694e-05,3.520762e-04
38.9824,6.367292e-04,3.009393e-04,8.898968e-05,3.570553e-04
39.0998,6.415382e-04,3.062864e-04,9.254732e-05,3.621588e-04
39.2172,6.464491e-04,3.117743e-04,9.624643e-05,3.673948e-04
39.3346,6.514745e-04,3.174134e-04,1.000954e-04,3.727742e-04
39.4521,6.566592e-04,3.232336e-04,1.041096e-04,3.783289e-04
39.5695,6.619530e-04,3.292083e-04,1.082852e-04,3.840290e-04
39.6869,6.673205e-04,3.353190e-04,1.126205e-04,3.898535e-04
39.8043,6.727641e-04,3.415698e-04,1.171221e-04,3.958064e-04
39.9217,6.782859e-04,3.479640e-04,1.217962e-04,4.018908e-04
40.0391,6.838869e-04,3.545044e-04,1.266482e-04,4.081096e-04
40.1566,6.895700e-04,3.611959e-04,1.316865e-04,4.144673e-04
40.2740,6.953364e-04,3.680403e-04,1.369154e-04,4.209659e-04
40.3914,7.011901e-04,3.750432e-04,1.423436e-04,4.276107e-04
40.5088,7.071324e-04,3.822066e-04,1.479765e-04,4.344040e-04
40.6262,7.131658e-04,3.895345e-04,1.538212e-04,4.413495e-04
40.7436,7.192955e-04,3.970316e-04,1.598853e-04,4.484524e-04
40.8611,7.255244e-04,4.047008e-04,1.661741e-04,4.557156e-04
40.9785,7.318572e-04,4.125456e-04,1.726939e-04,4.631432e-04
41.0959,7.383015e-04,4.205708e-04,1.794511e-04,4.707407e-04
41.2133,7.448645e-04,4.287793e-04,1.864492e-04,4.785118e-04
41.3307,7.515580e-04,4.371739e-04,1.936894e-04,4.864614e-04
41.4481,7.584083e-04,4.457582e-04,2.011650e-04,4.945969e-04
41.5656,7.654814e-04,4.545316e-04,2.088404e-04,5.029294e-04
41.6830,7.726690e-04,4.635045e-04,2.167941e-04,5.114491e-04
41.8004,7.799388e-04,4.726822e-04,2.250571e-04,5.201550e-04
41.9178,7.872919e-04,4.820693e-04,2.336412e-04,5.290516e-04
42.0352,7.947268e-04,4.916691e-04,2.425583e-04,5.381417e-04
42.1526,8.022425e-04,5.014854e-04,2.518212e-04,5.474288e-04
42.2701,8.098383e-04,5.115219e-04,2.614424e-04,5.569162e-04
42.3875,8.175127e-04,5.217812e-04,2.714337e-04,5.666064e-04
42.5049,8.252627e-04,5.322656e-04,2.818078e-04,5.765013e-04
42.6223,8.330862e-04,5.429780e-04,2.925789e-04,5.866036e-04
42.7397,8.409787e-04,5.539182e-04,3.037567e-04,5.969128e-04
42.8571,8.489357e-04,5.650870e-04,3.153548e-04,6.074295e-04
42.9746,8.569494e-04,5.764808e-04,3.273807e-04,6.181501e-04
43.0920,8.650090e-04,5.880949e-04,3.398450e-04,6.290696e-04
43.2094,8.730959e-04,5.999144e-04,3.527458e-04,6.401733e-04
43.3268,8.811654e-04,6.119005e-04,3.660641e-04,6.514226e-04
43.4442,8.891461e-04,6.239881e-04,3.797587e-04,6.627528e-04
43.5616,8.972323e-04,6.363623e-04,3.939869e-04,6.743488e-04
43.6791,9.054307e-04,6.490361e-04,4.087753e-04,6.862235e-04
43.7965,9.137440e-04,6.620168e-04,4.241456e-04,6.983840e-04
43.9139,9.221726e-04,6.753106e-04,4.401198e-04,7.108366e-04
44.0313,9.307179e-04,6.889239e-04,4.567194e-04,7.235875e-04
44.1487,9.393800e-04,7.028619e-04,4.739666e-04,7.366424e-04
44.2661,9.481602e-04,7.171304e-04,4.918832e-04,7.500069e-04
44.3836,9.570577e-04,7.317339e-04,5.104921e-04,7.636860e-04
44.5010,9.660726e-04,7.466750e-04,5.298107e-04,7.776827e-04
44.6184,9.752029e-04,7.619546e-04,5.498565e-04,7.919985e-04
44.7358,9.844468e-04,7.775709e-04,5.706431e-04,8.066327e-04
44.8532,9.937976e-04,7.935125e-04,5.921680e-04,8.215757e-04
44.9706,1.003236e-03,8.097380e-04,6.143852e-04,8.367902e-04
45.0881,1.012748e-03,8.262154e-04,6.372567e-04,8.522478e-04
45.2055,1.022404e-03,8.431103e-04,6.610488e-04,8.681009e-04
45.3229,1.032203e-03,8.604327e-04,6.858007e-04,8.843596e-04
45.4403,1.042147e-03,8.781919e-04,7.115501e-04,9.010333e-04
45.5577,1.052234e-03,8.963956e-04,7.383340e-04,9.181301e-04
45.6751,1.062462e-03,9.150504e-04,7.661902e-04,9.356569e-04
45.7926,1.072829e-03,9.341618e-04,7.951555e-04,9.536198e-04
45.9100,1.083329e-03,9.537322e-04,8.252640e-04,9.720217e-04
46.0274,1.093953e-03,9.737603e-04,8.565464e-04,9.908621e-04
46.1448,1.104688e-03,9.942398e-04,8.890291e-04,1.010136e-03
46.2622,1.115508e-03,1.015149e-03,9.227204e-04,1.029821e-03
46.3796,1.126354e-03,1.036427e-03,9.575844e-04,1.049862e-03
46.4971,1.137075e-03,1.057911e-03,9.934600e-04,1.070096e-03
46.6145,1.147977e-03,1.079945e-03,1.030769e-03,1.090864e-03
46.7319,1.159112e-03,1.102598e-03,1.069630e-03,1.112238e-03
46.8493,1.170486e-03,1.125886e-03,1.110105e-03,1.134232e-03
46.9667,1.182101e-03,1.149822e-03,1.152257e-03,1.156862e-03
47.0841,1.193963e-03,1.174421e-03,1.196146e-03,1.180145e-03
47.2016,1.206071e-03,1.199692e-03,1.241833e-03,1.204090e-03
47.3190,1.218421e-03,1.225641e-03,1.289368e-03,1.228705e-03
47.4364,1.231001e-03,1.252262e-03,1.338793e-03,1.253986e-03
47.5538,1.243783e-03,1.279529e-03,1.390122e-03,1.279909e-03
47.6712,1.256673e-03,1.307344e-03,1.443278e-03,1.306379e-03
47.7886,1.269523e-03,1.335536e-03,1.498078e-03,1.333229e-03
47.9061,1.282810e-03,1.364645e-03,1.555227e-03,1.360996e-03
48.0235,1.296579e-03,1.394729e-03,1.614851e-03,1.389742e-03
48.1409,1.310862e-03,1.425829e-03,1.677053e-03,1.419511e-03
48.2583,1.325692e-03,1.457987e-03,1.741936e-03,1.450345e-03
48.3757,1.341103e-03,1.491242e-03,1.809595e-03,1.482289e-03
48.4932,1.357135e-03,1.525635e-03,1.880118e-03,1.515384e-03
48.6106,1.373827e-03,1.561199e-03,1.953566e-03,1.549669e-03
48.7280,1.391228e-03,1.597951e-03,2.029946e-03,1.585166e-03
48.8454,1.409375e-03,1.635809e-03,2.108951e-03,1.621802e-03
48.9628,1.428342e-03,1.674962e-03,2.191046e-03,1.659761e-03
49.0802,1.448211e-03,1.715660e-03,2.276880e-03,1.699287e-03
49.1977,1.469060e-03,1.757990e-03,2.366623e-03,1.740470e-03
49.3151,1.490972e-03,1.802042e-03,2.460437e-03,1.783406e-03
49.4325,1.514048e-03,1.847918e-03,2.558477e-03,1.828197e-03
49.5499,1.538410e-03,1.895726e-03,2.660880e-03,1.874960e-03
49.6673,1.564213e-03,1.945585e-03,2.767728e-03,1.923816e-03
49.7847,1.591715e-03,1.997633e-03,2.878919e-03,1.974912e-03
49.9022,1.621306e-03,2.052038e-03,2.994099e-03,2.028426e-03
50.0196,1.652456e-03,2.108856e-03,3.114768e-03,2.084394e-03
50.1370,1.685256e-03,2.168232e-03,3.241269e-03,2.142963e-03
50.2544,1.719844e-03,2.230320e-03,3.373865e-03,2.204291e-03
50.3718,1.756375e-03,2.295283e-03,3.512807e-03,2.268547e-03
50.4892,1.795018e-03,2.363281e-03,3.658300e-03,2.335895e-03
50.6067,1.835964e-03,2.434462e-03,3.810428e-03,2.406488e-03
50.7241,1.879364e-03,2.508776e-03,3.968610e-03,2.480281e-03
50.8415,1.925595e-03,2.586816e-03,4.134091e-03,2.557866e-03
50.9589,1.975085e-03,2.669209e-03,4.308144e-03,2.639878e-03
51.0763,2.028257e-03,2.756365e-03,4.491215e-03,2.726729e-03
51.1937,2.085652e-03,2.848777e-03,4.683731e-03,2.818919e-03
51.3112,2.148024e-03,2.947084e-03,4.886062e-03,2.917091e-03
51.4286,2.216711e-03,3.052303e-03,5.098343e-03,3.022268e-03
51.5460,2.294265e-03,3.166231e-03,5.320182e-03,3.136249e-03
51.6634,2.377085e-03,3.286807e-03,5.554008e-03,3.256969e-03
51.7808,2.465128e-03,3.414194e-03,5.800683e-03,3.384598e-03
51.8982,2.558798e-03,3.548818e-03,6.060817e-03,3.519571e-03
52.0157,2.658473e-03,3.691066e-03,6.334896e-03,3.662280e-03
52.1331,2.764214e-03,3.840944e-03,6.622788e-03,3.812732e-03
52.2505,2.876025e-03,3.998362e-03,6.924082e-03,3.970835e-03
52.3679,2.997221e-03,4.166795e-03,7.243229e-03,4.140100e-03
52.4853,3.129218e-03,4.347539e-03,7.581338e-03,4.321835e-03
52.6027,3.273842e-03,4.542161e-03,7.939358e-03,4.517617e-03
52.7202,3.433995e-03,4.752920e-03,8.317757e-03,4.729713e-03
52.8376,3.614678e-03,4.983380e-03,8.715850e-03,4.961685e-03
52.9550,3.811821e-03,5.231675e-03,9.139072e-03,5.211727e-03
53.0724,4.026910e-03,5.499327e-03,9.589453e-03,5.481389e-03
53.1898,4.262658e-03,5.788620e-03,1.006839e-02,5.772982e-03
53.3072,4.523656e-03,6.102826e-03,1.057551e-02,6.089796e-03
53.4247,4.812042e-03,6.444176e-03,1.111412e-02,6.434118e-03
53.5421,5.128028e-03,6.814094e-03,1.169038e-02,6.807460e-03
53.6595,5.475241e-03,7.215692e-03,1.230670e-02,7.212989e-03
53.7769,5.857899e-03,7.652057e-03,1.296341e-02,7.653836e-03
53.8943,6.281243e-03,8.127828e-03,1.366481e-02,8.134741e-03
54.0117,6.751994e-03,8.649590e-03,1.441949e-02,8.662465e-03
54.1292,7.279130e-03,9.224270e-03,1.523038e-02,9.244083e-03
54.2466,7.878079e-03,9.862218e-03,1.609554e-02,9.890136e-03
54.3640,8.547780e-03,1.056626e-02,1.703292e-02,1.060372e-02
54.4814,9.294769e-03,1.134336e-02,1.805425e-02,1.139204e-02
54.5988,1.012993e-02,1.220305e-02,1.916914e-02,1.226493e-02
54.7162,1.106566e-02,1.315609e-02,2.038816e-02,1.323349e-02
54.8337,1.211571e-02,1.421427e-02,2.172249e-02,1.430987e-02
54.9511,1.329398e-02,1.538927e-02,2.318235e-02,1.550613e-02
55.0685,1.460485e-02,1.668368e-02,2.476544e-02,1.682487e-02
55.1859,1.608563e-02,1.813092e-02,2.650855e-02,1.830060e-02
55.3033,1.778293e-02,1.977191e-02,2.845523e-02,1.997563e-02
55.4207,1.973718e-02,2.164077e-02,3.063746e-02,2.188527e-02
55.5382,2.199630e-02,2.377752e-02,3.309162e-02,2.407095e-02
55.6556,2.460981e-02,2.622259e-02,3.585068e-02,2.657451e-02
55.7730,2.764449e-02,2.903129e-02,3.896269e-02,2.945316e-02
55.8904,3.123649e-02,3.231989e-02,4.254649e-02,3.282759e-02
56.0078,3.551393e-02,3.619462e-02,4.669873e-02,3.680799e-02
56.1252,4.060452e-02,4.076226e-02,5.151447e-02,4.150475e-02
56.2427,4.671269e-02,4.619429e-02,5.715114e-02,4.709535e-02
56.3601,5.429568e-02,5.286553e-02,6.395433e-02,5.397002e-02
56.4775,6.380760e-02,6.114899e-02,7.225673e-02,6.251610e-02
56.5949,7.595388e-02,7.162556e-02,8.258642e-02,7.333718e-02
56.7123,9.189949e-02,8.525655e-02,9.583824e-02,8.743306e-02
56.8297,1.132010e-01,1.033553e-01,1.132753e-01,1.061652e-01
56.9472,1.424083e-01,1.281132e-01,1.370905e-01,1.318013e-01
57.0646,1.839094e-01,1.633485e-01,1.711790e-01,1.682864e-01
57.1820,2.456912e-01,2.161310e-01,2.229694e-01,2.229112e-01
57.2994,3.443181e-01,3.008760e-01,3.071106e-01,3.105650e-01
57.4168,5.093395e-01,4.436207e-01,4.507056e-01,4.581086e-01
57.5342,7.646210e-01,6.653260e-01,6.754940e-01,6.871772e-01
57.6517,1.014135e+00,8.825347e-01,8.967223e-01,9.115465e-01
57.7691,1.110409e+00,9.664291e-01,9.823256e-01,9.981970e-01
57.8865,1.101702e+00,9.588515e-01,9.746236e-01,9.903704e-01
58.0039,1.092996e+00,9.512739e-01,9.669215e-01,9.825437e-01
58.1213,1.084289e+00,9.436963e-01,9.592195e-01,9.747170e-01
58.2387,1.075583e+00,9.361187e-01,9.515175e-01,9.668903e-01
58.3562,1.066876e+00,9.285411e-01,9.438154e-01,9.590637e-01
58.4736,1.058170e+00,9.209635e-01,9.361134e-01,9.512370e-01
58.5910,1.049463e+00,9.133860e-01,9.284114e-01,9.434103e-01
58.7084,1.040756e+00,9.058084e-01,9.207093e-01,9.355836e-01
58.8258,1.032050e+00,8.982308e-01,9.130073e-01,9.277570e-01
58.9432,1.023343e+00,8.906532e-01,9.053053e-01,9.199303e-01
59.0607,1.014637e+00,8.830756e-01,8.976032e-01,9.121036e-01
59.1781,1.005930e+00,8.754980e-01,8.899012e-01,9.042769e-01
59.2955,9.972235e-01,8.679204e-01,8.821992e-01,8.964503e-01
59.4129,9.885170e-01,8.603428e-01,8.744971e-01,8.886236e-01
59.5303,9.798104e-01,8.527653e-01,8.667951e-01,8.807969e-01
59.6477,9.711038e-01,8.451877e-01,8.590931e-01,8.729702e-01
59.7652,9.623972e-01,8.376101e-01,8.513910e-01,8.651436e-01
59.8826,9.536907e-01,8.300325e-01,8.436890e-01,8.573169e-01
60.0000,9.449841e-01,8.224549e-01,8.359870e-01,8.494902e-01
